Timestamp;Corrente Reale (A);Frequenza calcolo RPM (HZ);Temperatura Motore (°C);Temperatura Inverter (°C);Corrente Batteria (A);Tensione Batteria (V);Modalita' di Controllo;Codice Fault
[2023-12-19 16:33:40.000789]0;0;0;0;0;0;Torque;0;
[2023-12-19 16:33:41.000677]0;0;0;0;0;0;Torque;0;
