Timestamp;Corrente Reale (A);Frequenza calcolo RPM (HZ);Temperatura Motore (°C);Temperatura Inverter (°C);Corrente Batteria (A);Tensione Batteria (V);Modalita' di Controllo;Codice Fault
[2023-12-19 15:17:06.000941]0;0;0;0;0;0;Torque;0;
[2023-12-19 15:17:10.000119]0;0;0;0;0;0;Torque;0;
